 W_embed_trainable_arg: True, filter_sizes_arg: 2, learning_rate_arg: 0.000100
 --- 6 ---,  Epoch: 18, Average train loss: 1.485354, Train accuracy: 0.520012, Valid accuracy: 0.271807, Test accuracy: 0.265004
 --- 6 ---,  Epoch: 19, Average train loss: 1.471448, Train accuracy: 0.530724, Valid accuracy: 0.267913, Test accuracy: 0.267342
 --- 6 ---,  Epoch: 20, Average train loss: 1.461671, Train accuracy: 0.540169, Valid accuracy: 0.266355, Test accuracy: 0.272798
 --- 6 ---,  Epoch: 21, Average train loss: 1.449961, Train accuracy: 0.548544, Valid accuracy: 0.271028, Test accuracy: 0.266563
 --- 6 ---,  Epoch: 22, Average train loss: 1.437240, Train accuracy: 0.555653, Valid accuracy: 0.264798, Test accuracy: 0.269680
 --- 6 ---,  Epoch: 23, Average train loss: 1.420669, Train accuracy: 0.566754, Valid accuracy: 0.266355, Test accuracy: 0.272798
 --- 6 ---,  Epoch: 24, Average train loss: 1.407729, Train accuracy: 0.572987, Valid accuracy: 0.267134, Test accuracy: 0.270460
 --- 6 ---,  Epoch: 25, Average train loss: 1.397675, Train accuracy: 0.581167, Valid accuracy: 0.258567, Test accuracy: 0.265783
 --- 6 ---,  Epoch: 26, Average train loss: 1.389267, Train accuracy: 0.587009, Valid accuracy: 0.267913, Test accuracy: 0.267342
 --- 6 ---,  Epoch: 27, Average train loss: 1.376294, Train accuracy: 0.595384, Valid accuracy: 0.261682, Test accuracy: 0.270460
 --- 6 ---,  Epoch: 28, Average train loss: 1.363776, Train accuracy: 0.605025, Valid accuracy: 0.260125, Test accuracy: 0.266563
 --- 6 ---,  Epoch: 29, Average train loss: 1.347943, Train accuracy: 0.609894, Valid accuracy: 0.258567, Test accuracy: 0.265783
 --- 7 ---,  Epoch: 0, Average train loss: 1.775038, Train accuracy: 0.276658, Valid accuracy: 0.237539, Test accuracy: 0.240062
 --- 7 ---,  Epoch: 1, Average train loss: 1.732730, Train accuracy: 0.300516, Valid accuracy: 0.250000, Test accuracy: 0.251754
 --- 7 ---,  Epoch: 2, Average train loss: 1.715031, Train accuracy: 0.322135, Valid accuracy: 0.239875, Test accuracy: 0.246298
 --- 7 ---,  Epoch: 3, Average train loss: 1.696189, Train accuracy: 0.338981, Valid accuracy: 0.247664, Test accuracy: 0.243959
 --- 7 ---,  Epoch: 4, Average train loss: 1.680740, Train accuracy: 0.359723, Valid accuracy: 0.250779, Test accuracy: 0.254871
 --- 7 ---,  Epoch: 5, Average train loss: 1.662075, Train accuracy: 0.371409, Valid accuracy: 0.259346, Test accuracy: 0.255651
 --- 7 ---,  Epoch: 6, Average train loss: 1.650120, Train accuracy: 0.383290, Valid accuracy: 0.257788, Test accuracy: 0.257210
 --- 7 ---,  Epoch: 7, Average train loss: 1.636613, Train accuracy: 0.400818, Valid accuracy: 0.257009, Test accuracy: 0.249415
 --- 7 ---,  Epoch: 8, Average train loss: 1.619314, Train accuracy: 0.415912, Valid accuracy: 0.257788, Test accuracy: 0.250195
 --- 7 ---,  Epoch: 9, Average train loss: 1.607447, Train accuracy: 0.428377, Valid accuracy: 0.257009, Test accuracy: 0.253313
 --- 7 ---,  Epoch: 10, Average train loss: 1.593339, Train accuracy: 0.438309, Valid accuracy: 0.256231, Test accuracy: 0.253313
 --- 7 ---,  Epoch: 11, Average train loss: 1.578921, Train accuracy: 0.451066, Valid accuracy: 0.262461, Test accuracy: 0.258768
 --- 7 ---,  Epoch: 12, Average train loss: 1.559623, Train accuracy: 0.457883, Valid accuracy: 0.260125, Test accuracy: 0.258768
 --- 7 ---,  Epoch: 13, Average train loss: 1.551625, Train accuracy: 0.469374, Valid accuracy: 0.265576, Test accuracy: 0.264224
 --- 7 ---,  Epoch: 14, Average train loss: 1.537784, Train accuracy: 0.479209, Valid accuracy: 0.267134, Test accuracy: 0.263445
 --- 7 ---,  Epoch: 15, Average train loss: 1.525495, Train accuracy: 0.490798, Valid accuracy: 0.265576, Test accuracy: 0.259548
 --- 7 ---,  Epoch: 16, Average train loss: 1.511176, Train accuracy: 0.498491, Valid accuracy: 0.265576, Test accuracy: 0.265783
 --- 7 ---,  Epoch: 17, Average train loss: 1.502918, Train accuracy: 0.509495, Valid accuracy: 0.264019, Test accuracy: 0.265004
 --- 7 ---,  Epoch: 18, Average train loss: 1.485189, Train accuracy: 0.518551, Valid accuracy: 0.267913, Test accuracy: 0.267342
 --- 7 ---,  Epoch: 19, Average train loss: 1.471857, Train accuracy: 0.523907, Valid accuracy: 0.268692, Test accuracy: 0.270460
 --- 7 ---,  Epoch: 20, Average train loss: 1.460381, Train accuracy: 0.534229, Valid accuracy: 0.264798, Test accuracy: 0.266563
 --- 7 ---,  Epoch: 21, Average train loss: 1.443193, Train accuracy: 0.542020, Valid accuracy: 0.264798, Test accuracy: 0.271239
 --- 7 ---,  Epoch: 22, Average train loss: 1.437333, Train accuracy: 0.553413, Valid accuracy: 0.266355, Test accuracy: 0.278254
 --- 7 ---,  Epoch: 23, Average train loss: 1.426136, Train accuracy: 0.561885, Valid accuracy: 0.264798, Test accuracy: 0.280592
 --- 7 ---,  Epoch: 24, Average train loss: 1.415161, Train accuracy: 0.570747, Valid accuracy: 0.270249, Test accuracy: 0.280592
 --- 7 ---,  Epoch: 25, Average train loss: 1.401827, Train accuracy: 0.580095, Valid accuracy: 0.267913, Test accuracy: 0.280592
 --- 7 ---,  Epoch: 26, Average train loss: 1.391693, Train accuracy: 0.585938, Valid accuracy: 0.268692, Test accuracy: 0.277475
 --- 7 ---,  Epoch: 27, Average train loss: 1.377475, Train accuracy: 0.593437, Valid accuracy: 0.268692, Test accuracy: 0.279034
 --- 7 ---,  Epoch: 28, Average train loss: 1.363583, Train accuracy: 0.599474, Valid accuracy: 0.264019, Test accuracy: 0.282151
 --- 7 ---,  Epoch: 29, Average train loss: 1.359101, Train accuracy: 0.608433, Valid accuracy: 0.267913, Test accuracy: 0.277475
 --- 8 ---,  Epoch: 0, Average train loss: 1.781693, Train accuracy: 0.264972, Valid accuracy: 0.232866, Test accuracy: 0.219018
 --- 8 ---,  Epoch: 1, Average train loss: 1.739354, Train accuracy: 0.290973, Valid accuracy: 0.242991, Test accuracy: 0.244739
 --- 8 ---,  Epoch: 2, Average train loss: 1.717632, Train accuracy: 0.308891, Valid accuracy: 0.248442, Test accuracy: 0.240842
 --- 8 ---,  Epoch: 3, Average train loss: 1.699728, Train accuracy: 0.329146, Valid accuracy: 0.250000, Test accuracy: 0.254871
 --- 8 ---,  Epoch: 4, Average train loss: 1.683068, Train accuracy: 0.345895, Valid accuracy: 0.251558, Test accuracy: 0.249415
 --- 8 ---,  Epoch: 5, Average train loss: 1.667286, Train accuracy: 0.362840, Valid accuracy: 0.258567, Test accuracy: 0.254871
 --- 8 ---,  Epoch: 6, Average train loss: 1.652395, Train accuracy: 0.379200, Valid accuracy: 0.259346, Test accuracy: 0.261107
 --- 8 ---,  Epoch: 7, Average train loss: 1.632986, Train accuracy: 0.394878, Valid accuracy: 0.264019, Test accuracy: 0.255651
 --- 8 ---,  Epoch: 8, Average train loss: 1.620128, Train accuracy: 0.410459, Valid accuracy: 0.264019, Test accuracy: 0.258768
 --- 8 ---,  Epoch: 9, Average train loss: 1.605093, Train accuracy: 0.424189, Valid accuracy: 0.267913, Test accuracy: 0.264224
 --- 8 ---,  Epoch: 10, Average train loss: 1.589245, Train accuracy: 0.438309, Valid accuracy: 0.274922, Test accuracy: 0.258768
 --- 8 ---,  Epoch: 11, Average train loss: 1.575950, Train accuracy: 0.452040, Valid accuracy: 0.271028, Test accuracy: 0.263445
 --- 8 ---,  Epoch: 12, Average train loss: 1.562060, Train accuracy: 0.463823, Valid accuracy: 0.274922, Test accuracy: 0.268901
 --- 8 ---,  Epoch: 13, Average train loss: 1.545408, Train accuracy: 0.475606, Valid accuracy: 0.274922, Test accuracy: 0.268122
 --- 8 ---,  Epoch: 14, Average train loss: 1.532785, Train accuracy: 0.487000, Valid accuracy: 0.281931, Test accuracy: 0.263445
 --- 8 ---,  Epoch: 15, Average train loss: 1.520113, Train accuracy: 0.499562, Valid accuracy: 0.280374, Test accuracy: 0.257989
 --- 8 ---,  Epoch: 16, Average train loss: 1.506808, Train accuracy: 0.509495, Valid accuracy: 0.278037, Test accuracy: 0.257989
 --- 8 ---,  Epoch: 17, Average train loss: 1.492730, Train accuracy: 0.519038, Valid accuracy: 0.279595, Test accuracy: 0.261107
 --- 8 ---,  Epoch: 18, Average train loss: 1.478794, Train accuracy: 0.531016, Valid accuracy: 0.274143, Test accuracy: 0.261886
 --- 8 ---,  Epoch: 19, Average train loss: 1.464736, Train accuracy: 0.538514, Valid accuracy: 0.268692, Test accuracy: 0.261886
 --- 8 ---,  Epoch: 20, Average train loss: 1.455502, Train accuracy: 0.548252, Valid accuracy: 0.271807, Test accuracy: 0.267342
 --- 8 ---,  Epoch: 21, Average train loss: 1.439131, Train accuracy: 0.558282, Valid accuracy: 0.268692, Test accuracy: 0.265004
 --- 8 ---,  Epoch: 22, Average train loss: 1.427958, Train accuracy: 0.565683, Valid accuracy: 0.268692, Test accuracy: 0.266563
 --- 8 ---,  Epoch: 23, Average train loss: 1.416281, Train accuracy: 0.575908, Valid accuracy: 0.265576, Test accuracy: 0.264224
 --- 8 ---,  Epoch: 24, Average train loss: 1.402224, Train accuracy: 0.586230, Valid accuracy: 0.269470, Test accuracy: 0.266563
 --- 8 ---,  Epoch: 25, Average train loss: 1.389929, Train accuracy: 0.592073, Valid accuracy: 0.267913, Test accuracy: 0.264224
 --- 8 ---,  Epoch: 26, Average train loss: 1.380112, Train accuracy: 0.601130, Valid accuracy: 0.265576, Test accuracy: 0.264224
 --- 8 ---,  Epoch: 27, Average train loss: 1.366358, Train accuracy: 0.606875, Valid accuracy: 0.269470, Test accuracy: 0.261107
 --- 8 ---,  Epoch: 28, Average train loss: 1.352041, Train accuracy: 0.614860, Valid accuracy: 0.270249, Test accuracy: 0.258768
 --- 8 ---,  Epoch: 29, Average train loss: 1.341138, Train accuracy: 0.623625, Valid accuracy: 0.267913, Test accuracy: 0.261107
 --- 9 ---,  Epoch: 0, Average train loss: 1.784772, Train accuracy: 0.241211, Valid accuracy: 0.232866, Test accuracy: 0.212003
 --- 9 ---,  Epoch: 1, Average train loss: 1.741458, Train accuracy: 0.293018, Valid accuracy: 0.244548, Test accuracy: 0.243180
 --- 9 ---,  Epoch: 2, Average train loss: 1.718485, Train accuracy: 0.314636, Valid accuracy: 0.245327, Test accuracy: 0.260327
 --- 9 ---,  Epoch: 3, Average train loss: 1.700239, Train accuracy: 0.331678, Valid accuracy: 0.260125, Test accuracy: 0.259548
 --- 9 ---,  Epoch: 4, Average train loss: 1.682285, Train accuracy: 0.349693, Valid accuracy: 0.267134, Test accuracy: 0.265004
 --- 9 ---,  Epoch: 5, Average train loss: 1.663064, Train accuracy: 0.365469, Valid accuracy: 0.264019, Test accuracy: 0.268122
 --- 9 ---,  Epoch: 6, Average train loss: 1.647343, Train accuracy: 0.381829, Valid accuracy: 0.266355, Test accuracy: 0.275916
 --- 9 ---,  Epoch: 7, Average train loss: 1.632710, Train accuracy: 0.397897, Valid accuracy: 0.271028, Test accuracy: 0.270460
 --- 9 ---,  Epoch: 8, Average train loss: 1.616394, Train accuracy: 0.411238, Valid accuracy: 0.263240, Test accuracy: 0.272798
 --- 9 ---,  Epoch: 9, Average train loss: 1.604060, Train accuracy: 0.423021, Valid accuracy: 0.265576, Test accuracy: 0.272798
 --- 9 ---,  Epoch: 10, Average train loss: 1.588304, Train accuracy: 0.437823, Valid accuracy: 0.266355, Test accuracy: 0.273578
 --- 9 ---,  Epoch: 11, Average train loss: 1.573257, Train accuracy: 0.447268, Valid accuracy: 0.267913, Test accuracy: 0.268122
 --- 9 ---,  Epoch: 12, Average train loss: 1.562596, Train accuracy: 0.461096, Valid accuracy: 0.271807, Test accuracy: 0.268901
 --- 9 ---,  Epoch: 13, Average train loss: 1.547733, Train accuracy: 0.471711, Valid accuracy: 0.276480, Test accuracy: 0.276695
 --- 9 ---,  Epoch: 14, Average train loss: 1.533248, Train accuracy: 0.482910, Valid accuracy: 0.276480, Test accuracy: 0.277475
 --- 9 ---,  Epoch: 15, Average train loss: 1.517752, Train accuracy: 0.494693, Valid accuracy: 0.275701, Test accuracy: 0.279813
 --- 9 ---,  Epoch: 16, Average train loss: 1.503742, Train accuracy: 0.504820, Valid accuracy: 0.279595, Test accuracy: 0.272798
 --- 9 ---,  Epoch: 17, Average train loss: 1.492871, Train accuracy: 0.512221, Valid accuracy: 0.277259, Test accuracy: 0.268901
 --- 9 ---,  Epoch: 18, Average train loss: 1.482605, Train accuracy: 0.523420, Valid accuracy: 0.274143, Test accuracy: 0.267342
 --- 9 ---,  Epoch: 19, Average train loss: 1.468149, Train accuracy: 0.532184, Valid accuracy: 0.279595, Test accuracy: 0.268901
 --- 9 ---,  Epoch: 20, Average train loss: 1.457949, Train accuracy: 0.539196, Valid accuracy: 0.277259, Test accuracy: 0.264224
 --- 9 ---,  Epoch: 21, Average train loss: 1.444627, Train accuracy: 0.549226, Valid accuracy: 0.283489, Test accuracy: 0.272019
 --- 9 ---,  Epoch: 22, Average train loss: 1.432271, Train accuracy: 0.558769, Valid accuracy: 0.281931, Test accuracy: 0.268122
 --- 9 ---,  Epoch: 23, Average train loss: 1.421625, Train accuracy: 0.568312, Valid accuracy: 0.281153, Test accuracy: 0.270460
 --- 9 ---,  Epoch: 24, Average train loss: 1.412920, Train accuracy: 0.575226, Valid accuracy: 0.281153, Test accuracy: 0.272019
 --- 9 ---,  Epoch: 25, Average train loss: 1.395203, Train accuracy: 0.584088, Valid accuracy: 0.282710, Test accuracy: 0.268901
 --- 9 ---,  Epoch: 26, Average train loss: 1.388752, Train accuracy: 0.591099, Valid accuracy: 0.279595, Test accuracy: 0.270460
 --- 9 ---,  Epoch: 27, Average train loss: 1.374244, Train accuracy: 0.598208, Valid accuracy: 0.281931, Test accuracy: 0.270460
 --- 9 ---,  Epoch: 28, Average train loss: 1.360804, Train accuracy: 0.605609, Valid accuracy: 0.277259, Test accuracy: 0.269680
 --- 9 ---,  Epoch: 29, Average train loss: 1.345756, Train accuracy: 0.613692, Valid accuracy: 0.278816, Test accuracy: 0.266563

 Best Mean: 0.276480, Min: 0.270249, Max: 0.28505


 W_embed_trainable_arg: True, filter_sizes_arg: 3, learning_rate_arg: 0.000100
 --- 0 ---,  Epoch: 0, Average train loss: 1.766729, Train accuracy: 0.275976, Valid accuracy: 0.252336, Test accuracy: 0.238504
 --- 0 ---,  Epoch: 1, Average train loss: 1.728655, Train accuracy: 0.307235, Valid accuracy: 0.266355, Test accuracy: 0.249415
 --- 0 ---,  Epoch: 2, Average train loss: 1.701295, Train accuracy: 0.329535, Valid accuracy: 0.269470, Test accuracy: 0.253313
 --- 0 ---,  Epoch: 3, Average train loss: 1.676253, Train accuracy: 0.355633, Valid accuracy: 0.270249, Test accuracy: 0.253313
 --- 0 ---,  Epoch: 4, Average train loss: 1.656493, Train accuracy: 0.381050, Valid accuracy: 0.265576, Test accuracy: 0.254871
 --- 0 ---,  Epoch: 5, Average train loss: 1.633380, Train accuracy: 0.404324, Valid accuracy: 0.266355, Test accuracy: 0.257210
 --- 0 ---,  Epoch: 6, Average train loss: 1.613662, Train accuracy: 0.422729, Valid accuracy: 0.267134, Test accuracy: 0.261107
 --- 0 ---,  Epoch: 7, Average train loss: 1.596652, Train accuracy: 0.443860, Valid accuracy: 0.267134, Test accuracy: 0.265783
 --- 0 ---,  Epoch: 8, Average train loss: 1.574025, Train accuracy: 0.460707, Valid accuracy: 0.258567, Test accuracy: 0.265004
 --- 0 ---,  Epoch: 9, Average train loss: 1.554238, Train accuracy: 0.478625, Valid accuracy: 0.264798, Test accuracy: 0.267342
 --- 0 ---,  Epoch: 10, Average train loss: 1.533133, Train accuracy: 0.494888, Valid accuracy: 0.264798, Test accuracy: 0.266563
 --- 0 ---,  Epoch: 11, Average train loss: 1.511456, Train accuracy: 0.512611, Valid accuracy: 0.262461, Test accuracy: 0.262666
 --- 0 ---,  Epoch: 12, Average train loss: 1.493740, Train accuracy: 0.528192, Valid accuracy: 0.261682, Test accuracy: 0.265004
 --- 0 ---,  Epoch: 13, Average train loss: 1.479131, Train accuracy: 0.548252, Valid accuracy: 0.255452, Test accuracy: 0.264224
 --- 0 ---,  Epoch: 14, Average train loss: 1.454678, Train accuracy: 0.560814, Valid accuracy: 0.257788, Test accuracy: 0.262666
 --- 0 ---,  Epoch: 15, Average train loss: 1.437648, Train accuracy: 0.575713, Valid accuracy: 0.258567, Test accuracy: 0.261107
 --- 0 ---,  Epoch: 16, Average train loss: 1.414479, Train accuracy: 0.591002, Valid accuracy: 0.253115, Test accuracy: 0.264224
 --- 0 ---,  Epoch: 17, Average train loss: 1.396361, Train accuracy: 0.600643, Valid accuracy: 0.253894, Test accuracy: 0.266563
 --- 0 ---,  Epoch: 18, Average train loss: 1.381159, Train accuracy: 0.615834, Valid accuracy: 0.251558, Test accuracy: 0.265004
 --- 0 ---,  Epoch: 19, Average train loss: 1.364609, Train accuracy: 0.630149, Valid accuracy: 0.256231, Test accuracy: 0.267342
 --- 0 ---,  Epoch: 20, Average train loss: 1.339544, Train accuracy: 0.642906, Valid accuracy: 0.253115, Test accuracy: 0.268122
 --- 0 ---,  Epoch: 21, Average train loss: 1.321028, Train accuracy: 0.653715, Valid accuracy: 0.253894, Test accuracy: 0.268901
 --- 0 ---,  Epoch: 22, Average train loss: 1.305293, Train accuracy: 0.664914, Valid accuracy: 0.259346, Test accuracy: 0.266563
 --- 0 ---,  Epoch: 23, Average train loss: 1.290434, Train accuracy: 0.676015, Valid accuracy: 0.255452, Test accuracy: 0.266563
 --- 0 ---,  Epoch: 24, Average train loss: 1.278245, Train accuracy: 0.684390, Valid accuracy: 0.258567, Test accuracy: 0.265783
 --- 0 ---,  Epoch: 25, Average train loss: 1.256432, Train accuracy: 0.694615, Valid accuracy: 0.255452, Test accuracy: 0.268901
 --- 0 ---,  Epoch: 26, Average train loss: 1.233227, Train accuracy: 0.705424, Valid accuracy: 0.262461, Test accuracy: 0.268901
 --- 0 ---,  Epoch: 27, Average train loss: 1.212517, Train accuracy: 0.716428, Valid accuracy: 0.262461, Test accuracy: 0.263445
 --- 0 ---,  Epoch: 28, Average train loss: 1.201170, Train accuracy: 0.723634, Valid accuracy: 0.261682, Test accuracy: 0.261886
 --- 0 ---,  Epoch: 29, Average train loss: 1.182518, Train accuracy: 0.733080, Valid accuracy: 0.253894, Test accuracy: 0.268122
 --- 1 ---,  Epoch: 0, Average train loss: 1.773767, Train accuracy: 0.260298, Valid accuracy: 0.221963, Test accuracy: 0.229150
 --- 1 ---,  Epoch: 1, Average train loss: 1.730944, Train accuracy: 0.298082, Valid accuracy: 0.234424, Test accuracy: 0.232268
 --- 1 ---,  Epoch: 2, Average train loss: 1.709072, Train accuracy: 0.329049, Valid accuracy: 0.257788, Test accuracy: 0.229150
 --- 1 ---,  Epoch: 3, Average train loss: 1.684158, Train accuracy: 0.353199, Valid accuracy: 0.255452, Test accuracy: 0.235386
 --- 1 ---,  Epoch: 4, Average train loss: 1.659328, Train accuracy: 0.379005, Valid accuracy: 0.254673, Test accuracy: 0.239283
 --- 1 ---,  Epoch: 5, Average train loss: 1.637039, Train accuracy: 0.406758, Valid accuracy: 0.257788, Test accuracy: 0.245518
 --- 1 ---,  Epoch: 6, Average train loss: 1.616291, Train accuracy: 0.429253, Valid accuracy: 0.253894, Test accuracy: 0.253313
 --- 1 ---,  Epoch: 7, Average train loss: 1.592585, Train accuracy: 0.450482, Valid accuracy: 0.265576, Test accuracy: 0.243959
 --- 1 ---,  Epoch: 8, Average train loss: 1.573367, Train accuracy: 0.471614, Valid accuracy: 0.264798, Test accuracy: 0.245518
 --- 1 ---,  Epoch: 9, Average train loss: 1.553690, Train accuracy: 0.487681, Valid accuracy: 0.264798, Test accuracy: 0.244739
 --- 1 ---,  Epoch: 10, Average train loss: 1.530926, Train accuracy: 0.506086, Valid accuracy: 0.260903, Test accuracy: 0.247077
 --- 1 ---,  Epoch: 11, Average train loss: 1.511894, Train accuracy: 0.524491, Valid accuracy: 0.264019, Test accuracy: 0.248636
 --- 1 ---,  Epoch: 12, Average train loss: 1.488055, Train accuracy: 0.544746, Valid accuracy: 0.269470, Test accuracy: 0.252533
 --- 1 ---,  Epoch: 13, Average train loss: 1.468416, Train accuracy: 0.556529, Valid accuracy: 0.268692, Test accuracy: 0.250195
 --- 1 ---,  Epoch: 14, Average train loss: 1.449803, Train accuracy: 0.573279, Valid accuracy: 0.264798, Test accuracy: 0.250974
 --- 1 ---,  Epoch: 15, Average train loss: 1.427567, Train accuracy: 0.586230, Valid accuracy: 0.262461, Test accuracy: 0.257210
 --- 1 ---,  Epoch: 16, Average train loss: 1.407891, Train accuracy: 0.603856, Valid accuracy: 0.266355, Test accuracy: 0.252533
 --- 1 ---,  Epoch: 17, Average train loss: 1.392105, Train accuracy: 0.613594, Valid accuracy: 0.269470, Test accuracy: 0.253313
